name,logrank_p_value,FDR,Bonferroni
SMPD4,0.027879768583704015,0.03909020965402141,1.0
RBM19,0.023070130645270734,0.036174290551010575,1.0
RBM22,0.03918192670513287,0.04563064712356068,1.0
SMS,0.002537788965964429,0.015540283011658627,1.0
SPATA5,0.02450720394469445,0.036999929039776676,1.0
RBM25,0.012184579600346551,0.028252548605481913,1.0
SPATA5L1,0.03445099901386933,0.042955412292450285,1.0
RBM26,0.008193069940727157,0.023919717168715205,1.0
SMUG1,0.019236800575726118,0.033566649231634514,1.0
RBM28,0.040662969926602316,0.046116661454255664,1.0
POLG2,0.01328708554918142,0.029139345224043076,1.0
RBM34,0.0078276599378067,0.02344602202334547,1.0
SPATS2,0.00017298320043797444,0.005716889841978446,0.5487027117892549
SMYD3,0.0274714782397686,0.03871182680914593,1.0
RBM39,0.007519548451541547,0.02298894254517265,1.0
SMYD5,0.0027881936471463357,0.015821377904737345,1.0
RBM4,0.004008903090861631,0.018444322952452526,1.0
SPC25,0.020178090538984624,0.034263870179034185,1.0
POLQ,0.027109859232872898,0.03842380406017553,1.0
SPCS3,0.013850171819352325,0.029482476674286974,1.0
RBM45,0.008613113234150446,0.024371806582270488,1.0
POLR1B,0.04068138195254651,0.04611913636650376,1.0
SNAP25,0.005396515555618645,0.0206237919788221,1.0
SPDYA,2.4823149680632234e-05,0.0030949859205476444,0.07873903078696545
SPDYC,0.012843870414265305,0.028706575326121392,1.0
RBM48,0.01972352999637173,0.03392789433215355,1.0
TCEAL8,0.011532121255092561,0.02743197277169869,1.0
SNAPC1,0.04158578396986074,0.0464798386788623,1.0
POLR2B,0.013141191808641315,0.02900755770146851,1.0
TCEB1,0.0023446146967054937,0.015346960453849584,1.0
SNAPC4,0.03224372752872659,0.0416698595813565,1.0
RBM8A,0.022332873735096816,0.03590465052596406,1.0
POLR2F,0.016600557184365348,0.03160682316254915,1.0
POLR2G,0.004059631717105975,0.018519066822844495,1.0
POLR2H,0.001465399871021702,0.013130645171979772,1.0
SEC24A,0.029073191535585595,0.03974642055840636,1.0
TCERG1,0.01729481587457271,0.03212229868869963,1.0
POLR2J,0.03173600557045895,0.04147086462039935,1.0
SEC24B-AS1,0.021181901816647555,0.035122317073918476,1.0
TCF21,0.014363032740783153,0.029883384755432063,1.0
